Title,Authors,PMID,Journal,Date
Advanced practice providers in pediatric general surgery : A single-institution analysis of impact on clinical and surgical productivity.,"Owens WR, Victorian VA, Marsack KP, Parham MJ, Hollier LH Jr, Keswani SG, Lee TC.",40784577,J PediatrSurg,2025 Aug
"The intersection of pediatric surgery, climate change, and equity.","Cockrell HC, Hansen EE, Gow K, Fecteau A, Greenberg SLM.",36792419,J PediatrSurg,2023 May
Evaluation of a Novel Bony Landmark-Based Method for Teaching Percutaneous Insertion of Subclavian Venous Catheters in Pediatric Patients.,"Lin ZJ, Lee YT, Chua JHY, Wang R, Lee V, Cheah SM, Saffari SE, Lam JCM, Loh AHP.",30953198,World J Surg,2019 Aug
Long-term effects of fundoplication in children with chronic airway diseases.,"Frongia G, Ahrens P, Capobianco I, Kössler-Ebs J, Stroh T, Fritsche R, Lettgen B, Kessler M, Mehrabi A, Günther P, Holland-Cunz S.",25598124,J PediatrSurg,2015 Jan
General Surgery Faculty Knowledge and Perceptions of Breast Pumping Amongst Postpartum Surgical Residents.,"Freudenberger DC, Herremans KM, Riner AN, Vudatha V, McGuire KP, Anand RJ, Trevino JG.",37103559,World J Surg,2023 Sep
Gastroschisis: Bellwether for neonatal surgery capacity in low resource settings?,"Ford K, Poenaru D, Moulot O, Tavener K, Bradley S, Bankole R, Tshifularo N, Ameh E, Alema N, Borgstein E, Hickey A, Ade-Ajayi N.",27032610,J PediatrSurg,2016 Aug
Anterior Cutaneous Nerve Entrapment Syndrome in Children.,"Bairdain S, Dinakar P, Mooney DP.",25783401,J PediatrSurg,2015 Jul
Comparing laparoscopic versus open Ladd's procedure in pediatric patients.,"Huntington JT, Lopez JJ, Mahida JB, Ambeba EJ, Asti L, Deans KJ, Minneci PC.",27856011,J PediatrSurg,2017 Jul
Geospatial analysis of unmet pediatric surgical need in Uganda.,"Smith ER, Vissoci JRN, Rocha TAH, Tran TM, Fuller AT, Butler EK, de Andrade L, Makumbi F, Luboga S, Muhumuza C, Namanya DB, Chipman JG, Galukande M, Haglund MM.",28427854,J PediatrSurg,2017 Oct
"Pediatric Appendicitis Severity in KwaZulu-Natal, South Africa: A Retrospective Cohort Analysis.","Hernandez MC, Kong VY, Bruce JL, Aho JM, Laing GL, Zielinski MD, Clarke DL.",29777269,World J Surg,2018 Nov
Surgical Management of Patients with Snakebite-Related Musculoskeletal Complication-A Single Institution Experience in Cambodia.,"Uy K, Heang O, Keo V, Kim YJ, Gollogly J, Lee LH.",34523046,World J Surg,2022 Jan
Longitudinal Force Measurement and its Relationship to Technical Competence for Esophageal Anastomosis in a Thoracoscopic Esophageal Atresia/Tracheo-Esophageal Fistula Simulator.,"Liddy HJ, Choi C, Luenenschloss N, Beasley SW, Wells JM.",36931934,J PediatrSurg,2023 Jul
How safe is adolescent bariatric surgery ? An analysis of short-term outcomes.,"Hoeltzel GD, Swendiman RA, Tewksbury CM, Parks EP, Williams NN, Dumon KR.",34593239,J PediatrSurg,2022 Aug
Can a simplified algorithm prevent incomplete laparoscopic pyloromyotomy?,"Vahdad MR, Nissen M, Semaan A, Klein T, Palade E, Boemers T, Troebs RB, Cernaianu G.",25783316,J PediatrSurg,2015 Sep
Recent Progress and Current Challenges in the Care of the Child Around the World.,"Emil S, Fant C, Hansen EN, Chicoine N, Niescierenko M, Petroze RT, Greenberg S, Naik-Mathuria B, Islam S, Aldrink JH.",39961735,J PediatrSurg,2025 Jun
Effect of 22q11.2 deletion on bleeding and transfusion utilization in children with congenital heart disease undergoing cardiac surgery.,"Brenner MK, Clarke S, Mahnke DK, Simpson P, Bercovitz RS, Tomita-Mitchell A, Mitchell ME, Newman DK.",26492284,Pediatr Res,2016 Feb
Demographic factors affecting parental attitudes to clinical research in pediatric surgery : A pilot study.,"Lee LW, Chen YW, Choo CSC, Chen Y, Nah SA.",30792094,J PediatrSurg,2019 May
Preoperative Risk Factors and Postoperative Complications of COVID-Positive Children Requiring Urgent or Emergent Surgical Care.,"Gross K, Georgeades C, Bergner C, Van Arendonk KJ, Salazar JH.",38104034,J PediatrSurg,2024 Apr
"Reducing MRCP Utilization Through a "" Surgery First"" Approach for Pediatric Choledocholithiasis: A CARES Working Group Retrospective Study.","Rauh JL, Dantes G, Alemayehu H, Wallace M, Zamora IJ, Callier K, Slater BJ, Krinock D, Siddiqui S, Witte A, Flynn-O-Brien K, Patwardhan UM, Ignacio R, Gomez MK, Neff LP; CARES Working Group.",39232947,J PediatrSurg,2024 Dec
"Surgical outcomes, bowel habits and quality of life in young patients after ileoanal anastomosis for ulcerative colitis.","Knod JL, Holder M, Cortez AR, Martinez-Leo B, Kern P, Saeed S, Warner B, Dickie B, Falcone RA, von Allmen D, Frischer JS.",27417342,J PediatrSurg,2016 Aug
Multi-Institutional Analysis of Choledocholithiasis in Pediatric vs Adult Patients.,"Dantes G, Rauh JL, Smith S, Aworanti E, Wallace MW, Zamora IJ, Krinock D, Siddiqui S, Witte A, Flynn-O-Brien K, Patwardhan UM, Ignacio RC, Knauer E, Neff L, Alemayehu H.",39289121,J PediatrSurg,2024 Dec
Medical and surgical management of pediatric perianal crohn's disease: A systematic review.,"Forsdick VK, Tan Tanny SP, King SK.",31708205,J PediatrSurg,2019 Dec
Surgical Outcomes of Patients with Beckwith-Wiedemann Syndrome.,"Style CC, Cruz SM, Lau PE, Lee TC, Wesson DE, Olutoye OO.",29551244,J PediatrSurg,2018 May
Preparing enhanced recovery after surgery for implementation in pediatric populations.,"Leeds IL, Boss EF, George JA, Strockbine V, Wick EC, Jelin EB.",27663124,J PediatrSurg,2016 Dec
Permanent Hypoparathyroidism After Total Thyroidectomy in Children : Results from a National Registry.,"Nordenström E, Bergenfelz A, Almquist M.",29470698,World J Surg,2018 Sep
Comparison of ICG-Guided Near-Infrared Fluorescence Imaging and Modified Inflation-Deflation Method in Identifying the Intersegmental Plane During Lung Segmentectomy of Infants.,"Huang JX, Chen Q, Hong SM, Hong JJ.",38688806,J PediatrSurg,2024 Sep
Pilonidal sinus disease surgery in children : the first study to compare crystallized phenol application to primary excision and closure.,"Ates U, Ergun E, Gollu G, Sozduyar S, Kologlu M, Cakmak M, Dindar H, Yagmurlu A.",28549686,J PediatrSurg,2018 Mar
Favorable postoperative outcomes for children with COVID-19 infection undergoing surgical intervention : Experience at a free-standing children 's hospital.,"Mehl SC, Loera JM, Shah SR, Vogel AM, Fallon SC, Glover CD, Monson LA, Enochs JA, Hollier LH, Lopez ME.",33581882,J PediatrSurg,2021 Nov
What is the appropriate aganglionic bowel length on contrast enema for attempting single stage transanal endorectal pull-through in Hirschsprung disease?,"Ashjaei B, Ghamari Khameneh A, Pak N, Darban Hosseini Amirkhiz G, Meysamie A, Safavi M, Darban Hosseini Amirkhiz S, Tanzifi P.",32943197,J PediatrSurg,2021 May
Surgical Complications in Children with CDH: A Multivariate Analysis.,"Heiwegen K, van Rooij IALM, van Heijst A, de Blaauw I, Botden SMBI.",32006134,World J Surg,2020 Jun
Major thrombotic complications with lower limb PICCs in surgical neonates.,"Kisa P, Ting J, Callejas A, Osiovich H, Butterworth SA.",25783362,J PediatrSurg,2015 May
Laparoscopic staged management of high intrabdominal testis: A prospective randomized study.,"Dawood W, Youssif M, Badawy H, Ghozlan A, Orabi S, Fahmy A.",33814186,J PediatrSurg,2021 Dec
The surgical management of malrotation: A Canadian Association of Pediatric Surgeons survey.,"Kinlin C, Shawyer AC.",28189453,J PediatrSurg,2017 May
Managing Soft Tissue Sarcomas in a Developing Health System.,"Boam T, Hueschelrath A, Tho L, da Costa TM, McMurrey A, Gollogly J.",26920408,World J Surg,2016 Jul
Use of 3D Prototypes for Complex Surgical Oncologic Cases.,"Krauel L, Fenollosa F, Riaza L, Pérez M, Tarrado X, Morales A, Gomà J, Mora J.",26541866,World J Surg,2016 Apr
Assessing the perioperative timeline and incidence of postoperative complications to optimize care for pediatric surgery patients from Northern Quebec.,"Hguig S, Safa N, Coonishis D, Qaunivq J, Nurmohamed A, Osmanlliu E, Wissanji H.",36804104,J PediatrSurg,2023 May
Effectiveness of Inflatable Warming Blankets for Preventing Perioperative Hypothermia in Children : A Meta-Analysis.,"Ye PY, Chen XY, Wu XC, Nian JX.",40855924,World J Surg,2025 Aug
Global Surgery : A 30-Year Bibliometric Analysis (1987-2017).,"Sgrò A, Al-Busaidi IS, Wells CI, Vervoort D, Venturini S, Farina V, Figà F, Azkarate F, Harrison EM, Pata F.",31384996,World J Surg,2019 Nov
""" Surgery First"" vs. ""Endoscopy First"" for Pediatric Choledocholithiasis Presenting at the End of the Week - A CARES Working Group Study.","Reid G, Rauh JL, Wood E, Dantes G, Santore MT, Wallace MW, Zamora IJ, Collings A, Callier K, Slater BJ, Krinock D, Siddiqui S, Vandewalle R, Witte A, Flynn-O-Brien K, Patwardhan UM, Ignacio RC, Knod JL, Dukleska K, Livingston MH, Scholz S, Bosley M, Neff L, Alemayehu H.",39370383,J PediatrSurg,2025 Jan
Implementation of a contextually appropriate pediatric emergency surgical care course in Uganda.,"Ullrich S, Kisa P, Ruzgar N, Okello I, Oyania F, Kayima P, Kakembo N, Sekabira J, Situma M, Ozgediz D.",33183745,J PediatrSurg,2021 Apr
Empowering Parents of Pediatric Surgical Oncology Patients Through Collaborative Engagement with Surgeons.,"Carlisle EM, Shinkunas LA, Lieberman MT, Hoffman RM, Reisinger HS.",36697360,J PediatrSurg,2023 Sep
"Variability of diagnostic approach, surgical technique, and medical management for children with biliary atresia in Canada - Is it time for standardization?","Stagg H, Cameron BH, Ahmed N, Butler A, Jimenez-Rivera C, Yanchar NL, Martin SR, Emil S, Anthopoulos G, Schreiber RA, Laberge JM; Canadian Biliary Atresia Registry.",28189446,J PediatrSurg,2017 May
Surgical management of very early onset inflammatory bowel disease.,"Ullrich SJ, Le-Nguyen A, Holder M, Wittenberg R, Caja A, Garrison AP, Rymeski BA, Rosen NG, Frischer JS.",40840797,J PediatrSurg,2025 Aug
The management of boys under 3 months of age with an inguinal hernia and ipsilateral palpable undescended testis.,"Wright NJ, Davidson JR, Major C, Durkin N, Tan YW, Jobson M, Ade-Ajayi N, Hall NJ, Bouhadiba N.",28292594,J PediatrSurg,2017 Jul
Procedural burden experienced by children with cancer during their terminal hospital admission.,"Corkum KS, Lautz TB, Hebal FN, Rowell EE.",30661597,J PediatrSurg,2019 Jan
Feasibility and effectiveness of transumbilical single-site laparoscopic pyeloplasty for unilateral UPJO in infants.,"Wang Y, Li J, Du G, Wu R, Liu W.",40818796,J PediatrSurg,2025 Aug
The Quality and Utility of Surgical and Anesthetic Data at a Ugandan Regional Referral Hospital.,"Tumusiime G, Was A, Preston MA, Riesel JN, Ttendo SS, Firth PG.",27658805,World J Surg,2017 Feb
The management of pediatric renovascular hypertension: a single center experience and review of the literature.,"Lobeck IN, Alhajjat AM, Dupree P, Racadio JM, Mitsnefes MM, Karns R, Tiao GM, Nathan JD.",29397961,J PediatrSurg,2018 Sep
The natural history of prenatally diagnosed congenital pulmonary airway malformations and bronchopulmonary sequestrations.,"Karlsson M, Conner P, Ehren H, Bitkover C, Burgos CM.",35431039,J PediatrSurg,2022 Oct
Surgical management of gastroesophageal reflux disease (GERD) in children : A systematic review.,"Jancelewicz T, Lopez ME, Downard CD, Islam S, Baird R, Rangel SJ, Williams RF, Arnold MA, Lal D, Renaud E, Grabowski J, Dasgupta R, Austin M, Shelton J, Cameron D, Goldin AB.",27823773,J PediatrSurg,2017 Aug
Rates and trends for inpatient surgeries in pediatric Crohn's disease in the United States from 2003 to 2012.,"Stokes AL, Kulaylat AN, Rocourt DV, Hollenbeak CS, Koltun W, Falaiye T.",29289343,J PediatrSurg,2018 Jul
The Impact of Educational Materials on Parental Anxiety and Productivity: A Clinical Trial in Pediatric Appendicitis.,"Ferreira J, Safa N, Botelho F, Petroze R, Wissanji H, Poenaru D, Puligandla P, Shaw K, Trudeau M, Guadagno E, Laberge JM, Emil S.",38402133,J PediatrSurg,2024 May
Pioneering women in American pediatric surgery.,Nakayama DK.,30236607,J PediatrSurg,2018 Nov
Laparoscopic and open liver resection for hepatocellular carcinoma with Child -Pugh B cirrhosis: multicentre propensity score-matched study.,"Troisi RI, Berardi G, Morise Z, Cipriani F, Ariizumi S, Sposito C, Panetta V, Simonelli I, Kim S, Goh BKP, Kubo S, Tanaka S, Takeda Y, Ettorre GM, Russolillo N, Wilson GC, Cimino M, Montalti R, Giglio MC, Igarashi K, Chan CY, Torzilli G, Cheung TT, Mazzaferro V, Kaneko H, Ferrero A, Geller DA, Han HS, Kanazawa A, Wakabayashi G, Aldrighetti L, Yamamoto M.",33711132,Br J Surg,2021 Mar
"Paediatric tracheobronchomalacia: Incidence, patient characteristics, and predictors of surgical intervention.","Williamson A, Young D, Clement WA.",35718546,J PediatrSurg,2022 Nov
Single-staged surgical approach in congenital diaphragmatic hernia associated with esophageal atresia.,"Zahn KB, Scherf S, Schaible T, Wessel LM, Hagl CI.",25962843,J PediatrSurg,2015 Aug
Evaluation of Rex Shunt on Cavernous Transformation of the Portal Vein in Children.,"Wang RY, Wang JF, Sun XG, Liu Q, Xu JL, Lv QG, Chen WX, Li JL.",27896406,World J Surg,2017 Apr
Concurrent Cholecystectomy Does Not Increase Splenectomy Morbidity in Patients With Hemolytic Anemia: A Pediatric NSQIP Analysis.,"Mack SJ, Pace DJ, Patil S, Cooke-Barber J, Boelig MM, Berman L.",37833213,J PediatrSurg,2024 Jan
Racial Disparities in Pediatric Mortality Following Transfusion Within 72 Hours of Operation.,"Willer BL, Mpody C, Nafiu O, Tobias JD.",37652843,J PediatrSurg,2023 Dec
Congenital Bronchial Atresia: To Surgically Treat or Conservatively Manage? A Systematic Review.,"Pasqua N, Bresesti I, Zirpoli S, Ghezzi M, Gentilino V, Pederiva F.",40383515,J PediatrSurg,2025 Aug
Laparoscopic Ovarian-Sparing Surgery for the Management of Benign Ovarian Lesions in Pediatric Patients: A Retrospective Analysis.,"Piotrowska-Gall A, Strzelecka A, Wróbel J, Salamon A, Urbaniak-Wąsik S, Cierniak P, Wolak P.",37980197,J PediatrSurg,2024 Mar
Mapping Surgical Intervention Trajectories in Seriously Ill Children Receiving Palliative Care.,"Ellis DI, Chen L, Wexler SG, Avery M, Kim TD, Kaplan AJ, Mazzola E, Kelleher C, Wolfe J.",39332972,J PediatrSurg,2025 Jan
The Burden of Disease and Pathology at a Rapidly Expanding Tertiary Paediatric Surgical Unit in South Africa.,"Zanini A, Maistry N, Brisighelli G, Gabler T, Harrison D, Westgarth-Taylor C, Withers A, Loveland J, Patel N.",33950352,World J Surg,2021 Aug
Primary gastrojejunostomy tube placement using laparoscopy with endoscopic assistance: A novel technique.,"Gerall C, Mencin AA, DeFazio J, Griggs C, Kabagambe S, Duron V.",33246577,J PediatrSurg,2021 Feb
PASS-A course in Pediatric Acute Surgical Support to build pediatric surgical emergencies capacity in developing countries.,"Dinh T, Khairallah T, Nguyen C, Deshpande G, Krzyzaniak S, Barton G, Bohrensen S, Vu MT, Holterman A.",35396086,J PediatrSurg,2022 Dec
Trends in fundoplication volume for pediatric gastroesophageal reflux disease.,"Maassel NL, Shaughnessy MP, Solomon DG, Cowles RA.",33745746,J PediatrSurg,2021 Sep
Mortality of pediatric surgical conditions in low and middle income countries in Africa.,"Livingston MH, DCruz J, Pemberton J, Ozgediz D, Poenaru D.",25783373,J PediatrSurg,2015 May
Laparoscopic appendectomy - Outcomes of senior trainees operating without supervision versus experienced pediatric surgeons.,"Baumgarten HD, Brown EG, Russell KW, Adzick NS, Laje P.",30502007,J PediatrSurg,2019 Feb
Adhesive small bowel obstruction following abdominal surgery in young children ( 3 years): A retrospective analysis of incidence and risk factors using multivariate cox regression.,"Eeftinck Schattenkerk LD, Musters GD, Hamming G, de Jonge WJ, van Heurn LE, Derikx JP.",35115170,J PediatrSurg,2022 Sep
A systematic review of capacity assessment tools in pediatric surgery : Global Assessment in Pediatric Surgery (GAPS) Phase I.,"Yousef Y, St-Louis E, Baird R, Smith ER, Guadagno E, St-Vil D, Poenaru D.",30638893,J PediatrSurg,2019 Apr
Does Delayed Diagnosis of Hirschsprung Disease Impact Post-operative and Functional Outcomes? A Multi-Center Review From the Pediatric Colorectal and Pelvic Learning Consortium.,"Ullrich S, Austin K, Avansino JR, Badillo A, Calkins CM, Crady RC, Durham MM, Fuller MK, Rana A, Reeder RW, Rentea RM, Rollins MD, Saadai P, Speck KE, Wood RJ, van Leeuwen K, Frischer JS; Pediatric Colorectal and Pelvic Learning Consortium.",38677965,J PediatrSurg,2024 Jul
Subspecialization within pediatric surgical groups in North America.,"Langer JC, Gordon JS, Chen LE.",26541313,J PediatrSurg,2016 Jan
Women Surgeons in Brazil: A Time Trend Analysis by Specialties in the Last Decade.,"Rangel Brandão G, Iaroseski J, Bueno Motter S, Oliveira Trindade B.",35211782,World J Surg,2022 Jun
Musculoskeletal deformities after thoracic surgery in children : An observational long-term follow-up study.,"Safa N, Wei S, Saran N, Guadagno E, Laberge JM, Emil S.",33168178,J PediatrSurg,2021 Jan
Is colostomy closure without mechanical bowel preparation safe in pediatric patients? A randomized clinical trial.,"Fernandez-Portilla E, Davila-Perez R, Nieto-Zermeño J, Zalles-Vidal C, Abello-Vaamonde JA, Dominguez-Muñoz A, Reyes-Lopez A, Bracho-Blanchet E.",36257847,J PediatrSurg,2023 Apr
Hypoplastic left heart syndrome: from comfort care to long-term survival.,"Yabrodi M, Mastropietro CW.",27701379,Pediatr Res,2017 Jan
The State of Artificial Intelligence in Pediatric Surgery : A Systematic Review.,"Elahmedi M, Sawhney R, Guadagno E, Botelho F, Poenaru D.",38418276,J PediatrSurg,2024 May
Contemporary Ethical Considerations for Pediatric Metabolic and Bariatric Surgery.,"Sacks MA, Hunter C, Javid PJ, Shakhsheer BA.",39455363,J PediatrSurg,2025 Mar
Prevention of infectious complications after elective colorectal surgery in children : an American Pediatric Surgical Association Outcomes and Clinical Trials Committee comprehensive review.,"Rangel SJ, Islam S, St Peter SD, Goldin AB, Abdullah F, Downard CD, Saito JM, Blakely ML, Puligandla PS, Dasgupta R, Austin M, Chen LE, Renaud E, Arca MJ, Calkins CM.",25598122,J PediatrSurg,2015 Jan
Hyponatremia after pediatric surgery : Randomized trial of fluid composition on antidiuretic hormone response.,"Yokota K, Uchida H, Manaka K, Nangaku M, Kuwatsuka Y, Ando M, Nishiwaki K, Hirai T, Tainaka T, Shirota C, Sumida W, Makita S, Amano H, Hinoki A.",40399660,Pediatr Res,2025 May
Optimizing surgical resection of the bleeding Meckel diverticulum in children.,"Robinson JR, Correa H, Brinkman AS, Lovvorn HN 3rd.",28359587,J PediatrSurg,2017 Oct
Survey of the American Pediatric Surgical Association on cannulation practices in pediatric ECMO.,"Garcia AV, Jeyaraju M, Ladd MR, Jelin EB, Bembea MM, Alaish S, Rhee D.",29241967,J PediatrSurg,2018 Sep
Operating Room Recycling: Opportunities to Reduce Carbon Emissions Without Increases in Cost.,"Sullivan GA, Reiter AJ, Hu A, Smith C, Storton K, Gulack BC, Shah AN, Dsida R, Raval MV.",37188613,J PediatrSurg,2023 Nov
"Neonatal Surgery for Congenital Lung Malformations: Indications, Outcomes and Association With Malignancy.","Muntean A, Marsland L, Sikdar O, Harris C, Ade-Ajayi N, Patel SB, Cook J, Sellars M, Greenough A, Nicolaides K, Davenport M.",40031114,J PediatrSurg,2025 May
Magnetic resonance imaging of epiploic appendagitis in children.,"Boscarelli A, Frediani S, Ceccanti S, Falconi I, Masselli G, Casciani E, Cozzi DA.",27712889,J PediatrSurg,2016 Dec
Torsion of an undescended testis - A surgical pediatric emergency.,"Kargl S, Haid B.",31272681,J PediatrSurg,2020 Apr
Geographic Differences in Pediatric Surgical Mortality in Canada: A Retrospective Cohort Study.,"Daodu O, Aziz S, Morris M, Brindle ME.",39160117,J PediatrSurg,2025 Feb
Quality of life outcomes in children born with duodenal atresia.,"Vinycomb T, Browning A, Jones MLM, Hutson JM, King SK, Teague WJ.",31955988,J PediatrSurg,2020 Oct
Practice variations for fetal and neonatal congenital heart disease within the Children 's Hospitals Neonatal Consortium.,"Leon RL, Levy PT, Hu J, Yallpragada SG, Hamrick SEG, Ball MK; CHNC Cardiac Focus Group.",36167818,Pediatr Res,2023 May
Elective pediatric surgical care in a forward deployed setting: What is feasible vs. what is reasonable.,"Neff LP, Cannon JW, Charnock KM, Farmer DL, Borgman MA, Ricca RL.",26585881,J PediatrSurg,2016 Mar
Irreducible inguinal hernia in children : how serious is it?,"Houben CH, Chan KW, Mou JW, Tam YH, Lee KH.",25783312,J PediatrSurg,2015 Jul
Racial and ethnic differences in pediatric surgery utilization in the United States: A nationally representative cross-sectional analysis.,"Groenewald CB, Lee HH, Jimenez N, Ehie O, Rabbitts JA.",34742576,J PediatrSurg,2022 Aug
Amoxycillin/Clavulanic acid monotherapy in complicated paediatric appendicitis: Good enough?,"van Coller R Dr, Arnold M Dr, le Roux H Dr, Tootla H Dr, Dix-Peek S Dr, Nuttal J Dr, Hidarah AB Dr, de Klerk O Dr, Solwa A Dr, English N Dr, Ismail T Dr, Bangani K Dr, Schroeder H Dr, Kaskar R Dr, Payne M Dr, Pretorius S Mr, Gibson B Ms, Cox S Prof.",35241278,J PediatrSurg,2022 Jun
A multidisciplinary approach to laparoscopic sleeve gastrectomy among multiethnic adolescents in the United States.,"Jaramillo JD, Snyder E, Farrales S, Stevens M, Wall JK, Chao S, Morton J, Pratt JS, Hammer L, Shepard WE, Bruzoni M.",28697852,J PediatrSurg,2017 Oct
Factors influencing choice of medical vs. surgical treatment of pediatric appendicitis.,"Brahmamdam P, Carveth SL, Smyth M, Gendelman BS, Maisels MJ.",30905416,J PediatrSurg,2019 Sep
Delayed access to care and unmet burden of pediatric surgical disease in resource-constrained African countries.,"Yousef Y, Lee A, Ayele F, Poenaru D.",30017069,J PediatrSurg,2019 Apr
High-resolution manometric guidance during laparoscopic Heller myotomy: Impact on quality of life and symptom severity for children with achalasia.,"Yu YR, Rosenfeld EH, Chiou EH, Chumpitazi BP, Fallon SC, Brandt ML.",30808541,J PediatrSurg,2019 May
"The Right Child /Right Surgeon initiative: A position statement on pediatric surgical training, sub-specialization, and continuous certification from the American Pediatric Surgical Association.","Alaish SM, Powell DM, Waldhausen JHT, Dunn SP.",32950245,J PediatrSurg,2020 Dec
Practice Patterns in the Operative Management of Pediatric Thyroid Disease Across Surgical Specializations.,"Gil LA, Cooper JN, Patterson KN, Aldrink JH, Diesen DL.",37479570,J PediatrSurg,2023 Dec
"Bellwether Procedures for Monitoring and Planning Essential Surgical Care in Low- and Middle-Income Countries: Caesarean Delivery, Laparotomy, and Treatment of Open Fractures.","O'Neill KM, Greenberg SL, Cherian M, Gillies RD, Daniels KM, Roy N, Raykar NP, Riesel JN, Spiegel D, Watters DA, Gruen RL.",27351714,World J Surg,2016 Nov
"Neuromonitoring, neuroimaging, and neurodevelopmental follow-up practices in neonatal congenital heart disease: a European survey.","Feldmann M, Hagmann C, de Vries L, Disselhoff V, Pushparajah K, Logeswaran T, Jansen NJG, Breur JMPJ, Knirsch W, Benders M, Counsell S, Reich B, Latal B.",35414671,Pediatr Res,2023 Jan
Rates and risk factors of unplanned 30-day readmission following general and thoracic pediatric surgical procedures.,"Polites SF, Potter DD, Glasgow AE, Klinkner DB, Moir CR, Ishitani MB, Habermann EB.",27956070,J PediatrSurg,2017 Aug
The first six years of the APSA Travel Fellowship Program: Impact and lessons learned.,"McNee MA, DeUgarte DA, Gerstle JT, Butler MW, Petroze R, Holterman AX, Velcek F, Cleary M, Krishnaswami S, Fitzgerald TN.",32713712,J PediatrSurg,2021 May
Estimating perioperative outcomes after pediatric laryngotracheal reconstruction surgery in accordance with ACS-NSQIP-P reporting.,"Hansen A, Chorney SR, Johnson RF.",34456041,J PediatrSurg,2022 Aug
Outpatient follow-up after pediatric surgery reduces emergency department visits and readmission rates.,"Denning NL, Glick RD, Rich BS.",32171531,J PediatrSurg,2020 Jun
Delayed primary repair in 100 infants with isolated long-gap esophageal atresia: A nationwide analysis of children 's hospitals.,"Penikis AB, Salvi PS, Sferra SR, Engwall-Gill AJ, Rhee DS, Solomon DG, Kunisaki SM.",37045622,Surgery,2023 Jun
General endotracheal vs. non-endotracheal regional anesthesia for elective inguinal hernia surgery in very preterm neonates : A single institution experience.,"Gurria J, Kuo P, Kao A, Christensen L, Holterman A.",27863823,J PediatrSurg,2017 Jan
Age-specific and family-centered information modalities to prepare children at home for day-care surgery.,"Dreuning KM, Haverman L, Bosschieter PF, van Looij MA, van Heurn LE, Derikx JP.",36184312,J PediatrSurg,2023 Mar
Pediatric Primary Hyperparathyroidism: Experience in a Tertiary Care Referral Center in a Developing Country Over Three Decades.,"Sharanappa V, Mishra A, Bhatia V, Mayilvagnan S, Chand G, Agarwal G, Agarwal A, Mishra SK.",33047232,World J Surg,2021 Feb
Comparison of surgical outcomes among infants in neonatal intensive care units treated by pediatric surgeons versus general surgeons: The need for pediatric surgery specialists.,"Boo YJ, Lee EH, Lee JS.",28189454,J PediatrSurg,2017 Nov
Congenital diaphragmatic hernia outcomes: navigating center-to-center variability in level 4 NICUs in the Children 's Hospitals Neonatal Consortium.,"Guner YS, Zaniletti I, Grover TR, Gowda SH, Porta NFM, Padula MA, Keene S, Mahmood B, Evans JR, Hedrick HL, Murthy K; Children’s Hospitals Neonatal Consortium Congenital Diaphragmatic Hernia Focus Group.",40000857,Pediatr Res,2025 Feb
Musculoskeletal Outcomes Following Thoracoscopic Versus Conventional Open Repair of Esophageal Atresia: A Systematic Review and Meta-Analysis from Pediatric Surgery Meta-Analysis (PESMA) Study Group.,"Azizoglu M, Perez Bertolez S, Kamci TO, Arslan S, Okur MH, Escolino M, Esposito C, Erdem Sit T, Karakas E, Mutanen A, Muensterer O, Lacher M.",40582398,J PediatrSurg,2025 Sep
Pediatric surgical capacity building - a pathway to improving access to pediatric surgical care in Haiti.,"Kaseje N, Jenny H, Jeudy AP, MacLee JL, Meara JG, Ford HR.",29224789,J PediatrSurg,2018 Feb
A standardized approach for the assessment and treatment of internationally adopted children with a previously repaired anorectal malformation (ARM).,"Lane VA, Skerritt C, Wood RJ, Reck C, Hewitt GD, McCracken KA, Jayanthi VR, DaJusta D, Ching C, Deans KJ, Minneci PC, Levitt MA.",27554917,J PediatrSurg,2016 Nov
Efficacy and Safety of Endoscopic Retrograde Cholangiopancreatography in Children of Pancreaticobiliary Maljunction Without Obvious Biliary Dilatation.,"Qian M, Wang J, Sun S, Song Z, Yang S, Wu Y, Jiang L, Wang Q, Dong K, Xiao X, Zheng S, Chen G.",38182535,J PediatrSurg,2024 Apr
Risk of venous thromboembolism in children after general surgery.,"Humes DJ, Nordenskjöld A, Walker AJ, West J, Ludvigsson JF.",26078211,J PediatrSurg,2015 Nov
Cost Incurred by the Family for Surgery in Their Children : A Bangladesh Perspective.,"Banu T, Chowdhury TK, Aziz TT, Das A, Tamanna N, Pulock OS, Imam MS, Karim A, Akter M, Walid A.",29947983,World J Surg,2018 Dec
Advocating for the surgical needs of children with cancer.,Davidoff AM.,35331552,J PediatrSurg,2022 Jun
The Heterogeneity of Global Pediatric Surgery : Defining Needs and Opportunities Around the World.,"Garber K, Cabrera CCR, Dinh QL, Gerstle JT, Holterman A, Millano L, Muma NJK, Nguyen LT, Tran H, Tran SN, Shekherdimian S.",30523395,World J Surg,2019 Jun
Identifying children at risk of death within 30 days of surgery at an NSQIP pediatric hospital.,"Langham MR Jr, Walter A, Boswell TC, Beck R, Jones TL.",26070846,Surgery,2015 Dec
T-cell lymphopenia is associated with an increased infecting risk in children after cardiopulmonary bypass.,"Li WJ, Peng YX, Zhao LQ, Wang HY, Liu W, Bai K, Chen S, Lu YN, Huang JH.",37580551,Pediatr Res,2024 Jan
